Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,BB_Bant_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI
MEPET,18.85,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 16.63 (%11.8 altta) | EMA55 Direnç: 19.56 (%3.8 üstte),7.44-8.82 (%53.2 altta),-,52.19,42.78,5.81,-0.51
MERCN,19.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 16.25 (%16.7 altta) | EMA100 Direnç: 20.13 (%3.2 üstte),-,-,20.03,44.3,8.26,-0.07
MERIT,15.92,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 15.67 (%1.6 altta) | EMA5 Direnç: 16.54 (%3.9 üstte),-,-,35.33,44.97,13.47,0.08
MERKO,1.41,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.51 (%6.9 üstte),-,-,-85.55,20.89,10.24,-0.98
METRO,7.6,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 7.55 (%0.6 altta) | EMA5 Direnç: 8.07 (%6.2 üstte),-,-,102.68,53.07,12.8,0.41
MEYSU,11.23,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 12.28 (%9.4 üstte),-,-,-,42.08,6.1,-0.96
MGROS,654.5,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 640.77 (%2.1 altta),150.78-162.32 (%75.2 altta),-,61.52,54.87,15.19,-0.73
MHRGY,3.35,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Direnç: 3.49 (%4.2 üstte),2.54-3.08 (%8.1 altta),-,-,40.84,6.03,-0.79
MIATK,29.72,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Direnç: 31.66 (%6.5 üstte),-,56.45-65.75 (%89.9 üstte),-6.14,36.03,5.21,-0.93
MMCAS,55.0,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 42.80 (%22.2 altta) | EMA5 Direnç: 61.55 (%11.9 üstte),2.37-2.62 (%95.2 altta),-,28.5,39.83,58.22,-0.48
MNDRS,10.47,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 10.33 (%1.4 altta) | EMA5 Direnç: 10.76 (%2.8 üstte),-,-,1.38,33.22,1.26,-0.86
MNDTR,5.25,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5.40 (%2.8 üstte),4.91-6.31 (fiyat bandın içinde!),6.54-7.93 (%24.6 üstte),-45.92,37.28,3.95,-0.83
MOBTL,14.08,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 13.47 (%4.3 altta) | EMA5 Direnç: 14.22 (%1.0 üstte),3.42-4.19 (%70.2 altta),-,105.82,57.29,11.41,-0.14
MOGAN,20.84,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,-,-,🚨Fiyat Bandın Üzerinde!,9.01,EMA5 Destek: 17.92 (%14.0 altta),7.66-7.95 (%61.9 altta),-,-,72.44,68.55,0.73
MOPAS,28.4,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 30.39 (%7.0 üstte),-,-,-,33.37,0.51,-0.96
MPARK,426.75,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 418.34 (%2.0 altta) | EMA21 Direnç: 429.35 (%0.6 üstte),6.00-71.00 (%83.4 altta),-,58.94,49.99,12.2,-0.91
MRGYO,1.29,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.38 (%7.0 üstte),1.23-1.61 (fiyat bandın içinde!),-,-25.26,33.98,3.41,-0.81
MRSHL,1707.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 1682.62 (%1.4 altta) | EMA5 Direnç: 1729.65 (%1.3 üstte),183.50-200.40 (%88.3 altta),-,33.98,51.15,10.97,0.38
MSGYO,6.43,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 6.37 (%0.9 altta),-,-,62.76,51.25,39.94,0.0
MTRKS,26.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 26.46 (%1.3 altta) | EMA5 Direnç: 27.65 (%3.2 üstte),4.85-5.80 (%78.4 altta),28.80-35.13 (%7.5 üstte),41.27,52.66,18.15,0.5
MTRYO,8.87,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 8.58 (%3.2 altta) | EMA55 Direnç: 9.29 (%4.7 üstte),6.03-6.66 (%24.9 altta),-,28.88,42.16,0.0,-0.33
MZHLD,5.32,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),🚀 KUSURSUZ DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5.48 (%3.0 üstte),-,8.31-9.35 (%56.2 üstte),-21.39,32.61,0.0,-0.98
NATEN,5.56,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,-2.19,EMA5 Direnç: 6.04 (%8.6 üstte),-,9.72-11.79 (%74.7 üstte),-20.38,28.45,6.27,-0.94
NETAS,65.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 64.22 (%1.2 altta),-,89.80-97.15 (%38.2 üstte),23.53,51.71,40.48,-0.57
NETCD,148.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 142.78 (%3.5 altta),-,-,-,61.33,,-0.71
NIBAS,3.61,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 3.55 (%1.5 altta) | EMA5 Direnç: 3.94 (%9.0 üstte),-,-,1.57,35.65,1.08,-0.92
NTGAZ,10.73,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 10.44 (%2.7 altta) | EMA5 Direnç: 11.20 (%4.4 üstte),3.65-3.91 (%63.6 altta),-,57.31,43.12,0.0,-0.91
NTHOL,43.88,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA55 Destek: 43.39 (%1.1 altta) | EMA5 Direnç: 44.29 (%0.9 üstte),8.49-10.95 (%75.0 altta),46.62-53.05 (%6.2 üstte),36.85,51.25,66.68,0.72
NUGYO,9.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 9.08 (%1.3 altta) | EMA5 Direnç: 9.39 (%2.1 üstte),5.94-7.46 (%18.9 altta),-,9.23,45.93,25.06,-0.41
NUHCM,221.3,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 220.61 (%0.3 altta) | EMA100 Direnç: 225.42 (%1.9 üstte),196.51-210.92 (%4.7 altta),-,17.51,46.48,23.23,-0.47
OBAMS,4.85,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 5.22 (%7.5 üstte),-,-,-,27.45,5.19,-0.98
OBASE,41.02,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 39.48 (%3.8 altta) | EMA5 Direnç: 41.42 (%1.0 üstte),-,-,25.95,54.85,52.32,0.56
ODAS,7.54,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 7.50 (%0.5 altta) | EMA5 Direnç: 7.96 (%5.6 üstte),-,9.64-11.06 (%27.9 üstte),17.84,52.4,10.99,0.32
ODINE,2752.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),🔴 ZİRVEDE,-,-,🚨Fiyat Bandın Üzerinde!,2.48,EMA5 Destek: 2396.08 (%12.9 altta),-,-,-,94.16,97.07,0.97
OFSYM,55.0,🔴 Düşüş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,-,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 53.22 (%3.2 altta) | EMA21 Direnç: 57.45 (%4.5 üstte),34.97-37.14 (%32.5 altta),-,-,45.58,15.28,-0.8
ONCSM,241.7,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 236.12 (%2.3 altta) | EMA5 Direnç: 253.45 (%4.9 üstte),77.95-81.70 (%66.2 altta),-,-,45.07,2.29,-0.75
ONRYT,59.25,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 60.85 (%2.7 üstte),-,-,-,43.42,3.87,-0.8
ORCAY,3.69,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 3.91 (%5.9 üstte),-,9.25-11.39 (%150.7 üstte),-55.03,40.42,11.28,-0.8
ORGE,99.05,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 98.42 (%0.6 altta) | EMA5 Direnç: 104.03 (%5.0 üstte),66.75-68.30 (%31.0 altta),-,63.38,53.54,2.41,0.2
ORMA,170.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 143.28 (%15.7 altta) | EMA5 Direnç: 172.64 (%1.6 üstte),142.40-154.00 (%9.4 altta),202.10-273.75 (%18.9 üstte),18.65,45.26,2.58,-0.78
ORZAX,96.7,-,-,-,-,-,-,-,-,EMA5 Direnç: 98.43 (%1.8 üstte),-,-,-,,,
OSMEN,7.96,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Direnç: 7.99 (%0.4 üstte),-,295.18-369.33 (%3608.3 üstte),-82.92,48.78,56.05,0.55
OSTIM,1.58,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,-1.61,EMA200 Direnç: 1.65 (%4.6 üstte),0.28-0.33 (%79.2 altta),2.89-3.36 (%82.8 üstte),-4.38,29.5,1.06,-0.91
OTKAR,273.0,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,-7.84,EMA5 Direnç: 310.82 (%13.9 üstte),-,485.00-540.00 (%77.7 üstte),-21.56,30.36,0.0,-0.82
OTTO,178.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 183.18 (%2.9 üstte),-,457.75-507.50 (%157.2 üstte),-34.59,30.05,31.47,-0.85
OYAKC,20.66,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 16.39 (%20.7 altta) | EMA5 Direnç: 20.67 (%0.0 üstte),-,-,26.06,42.34,40.3,-0.64
OYAYO,47.84,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 47.19 (%1.4 altta) | EMA21 Direnç: 49.84 (%4.2 üstte),-,-,48.47,47.14,25.02,-0.79
OYLUM,7.48,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 7.39 (%1.2 altta) | EMA5 Direnç: 7.80 (%4.3 üstte),-,-,1.25,38.01,0.45,-0.86
OYYAT,34.2,🔴 Düşüş Trendinde,🔴 SAT,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 36.59 (%7.0 üstte),24.21-30.54 (%10.7 altta),-,-7.54,31.76,1.93,-0.98
OZATD,4480.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,-,-,🚨Fiyat Bandın Üzerinde!,14.22,EMA5 Destek: 3424.93 (%23.6 altta),-,-,-,97.52,93.33,0.92
OZGYO,2.11,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 2.02 (%4.2 altta) | EMA5 Direnç: 2.12 (%0.7 üstte),1.02-1.29 (%38.8 altta),-,38.72,49.45,3.43,-0.61
OZKGY,12.58,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 12.36 (%1.7 altta) | EMA5 Direnç: 13.03 (%3.6 üstte),-,14.41-15.77 (%14.5 üstte),26.39,44.17,16.5,0.05
OZRDN,29.9,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 29.61 (%1.0 altta) | EMA5 Direnç: 29.92 (%0.1 üstte),7.45-8.05 (%73.1 altta),-,115.86,52.34,17.52,-0.52
OZSUB,41.52,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,8.7,EMA5 Destek: 35.48 (%14.5 altta),-,-,-,80.23,79.87,0.78
OZYSR,12.63,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 12.22 (%3.2 altta) | EMA5 Direnç: 12.78 (%1.2 üstte),-,-,-,54.4,17.33,0.38
PAGYO,163.2,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 162.49 (%0.4 altta),-,-,157.73,67.54,20.19,0.89
PAHOL,1.33,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.39 (%4.2 üstte),-,-,-,35.86,2.58,-0.95
PAMEL,80.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 81.10 (%1.3 üstte),74.85-84.60 (fiyat bandın içinde!),175.50-199.90 (%119.2 üstte),-29.23,44.51,11.37,-0.54
PAPIL,11.4,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,-2.99,EMA5 Direnç: 12.65 (%10.9 üstte),-,-,-14.99,29.94,0.0,-0.89
PARSN,73.0,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,🚨Fiyat Bandın Altında!,-2.06,EMA5 Direnç: 77.62 (%6.3 üstte),-,85.75-93.85 (%17.5 üstte),-9.02,33.94,0.0,-0.68
PASEU,174.2,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,10.49,EMA5 Destek: 139.69 (%19.8 altta),-,-,-,66.13,89.84,0.53
PATEK,19.64,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 20.41 (%3.9 üstte),14.67-16.39 (%16.5 altta),-,-,44.86,2.86,-0.73
PCILT,32.68,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 31.35 (%4.1 altta) | EMA5 Direnç: 32.98 (%0.9 üstte),-,-,87.93,57.72,12.69,-0.22
PEKGY,14.7,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 14.64 (%0.4 altta),-,-,130.01,56.96,43.88,0.23
PENGD,9.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 9.27 (%2.9 altta) | EMA55 Direnç: 10.16 (%6.4 üstte),6.33-8.16 (%14.6 altta),-,19.21,40.82,0.0,-0.98
PENTA,13.68,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 13.50 (%1.3 altta) | EMA21 Direnç: 14.04 (%2.6 üstte),12.29-14.09 (fiyat bandın içinde!),53.78-78.72 (%293.1 üstte),-35.16,46.73,14.58,-0.91
PETKM,18.52,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 17.29 (%6.6 altta) | EMA100 Direnç: 19.02 (%2.7 üstte),15.18-18.61 (fiyat bandın içinde!),-,7.1,44.11,13.7,-0.74
PETUN,10.67,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 9.59 (%10.1 altta) | EMA5 Direnç: 11.17 (%4.7 üstte),7.70-9.35 (%12.4 altta),-,11.26,39.02,1.94,-0.93
